repayment_id,transaction_id,customer_id,installment_number,installment_due_date,installment_amount,actual_payment_date,actual_payment_amount
RPY_00023247,TXN_00008201,CUST_004649,2,2024-04-03,16.67,2024-04-01,16.67
RPY_00023248,TXN_00008201,CUST_004649,3,2024-05-03,16.67,2024-05-03,16.67
RPY_00023249,TXN_00008202,CUST_004721,1,2024-02-18,30.81,2024-02-18,30.81
RPY_00023250,TXN_00008202,CUST_004721,2,2024-03-19,30.81,2024-03-19,30.81
RPY_00023251,TXN_00008202,CUST_004721,3,2024-04-18,30.81,2024-04-18,30.81
RPY_00023252,TXN_00008202,CUST_004721,4,2024-05-18,30.81,2024-05-16,30.81
RPY_00023253,TXN_00008203,CUST_003214,1,2024-02-25,89.77,2024-02-23,89.77
RPY_00023254,TXN_00008203,CUST_003214,2,2024-03-26,89.77,2024-03-26,89.77
RPY_00023255,TXN_00008203,CUST_003214,3,2024-04-25,89.77,2024-04-25,89.77
RPY_00023256,TXN_00008206,CUST_000037,1,2024-03-03,66.4,2024-03-09,69.72
RPY_00023257,TXN_00008206,CUST_000037,2,2024-04-02,66.4,,
RPY_00023258,TXN_00008206,CUST_000037,3,2024-05-02,66.4,2024-04-30,66.4
RPY_00023259,TXN_00008206,CUST_000037,4,2024-06-01,66.4,2024-06-01,66.4
RPY_00023260,TXN_00008207,CUST_001465,1,2024-01-14,50.57,2024-01-14,50.57
RPY_00023261,TXN_00008207,CUST_001465,2,2024-02-13,50.57,2024-02-13,50.57
RPY_00023262,TXN_00008207,CUST_001465,3,2024-03-14,50.57,2024-03-12,50.57
RPY_00023263,TXN_00008207,CUST_001465,4,2024-04-13,50.57,2024-04-13,50.57
RPY_00023264,TXN_00008208,CUST_000650,1,2024-04-16,84.84,2024-04-16,84.84
RPY_00023265,TXN_00008208,CUST_000650,2,2024-05-16,84.84,2024-05-16,84.84
RPY_00023266,TXN_00008208,CUST_000650,3,2024-06-15,84.84,2024-06-15,84.84
RPY_00023267,TXN_00008208,CUST_000650,4,2024-07-15,84.84,2024-07-15,84.84
RPY_00023268,TXN_00008209,CUST_000030,1,2024-04-07,20.3,2024-04-05,20.3
RPY_00023269,TXN_00008209,CUST_000030,2,2024-05-07,20.3,2024-05-06,20.3
RPY_00023270,TXN_00008209,CUST_000030,3,2024-06-06,20.3,2024-06-05,20.3
RPY_00023271,TXN_00008209,CUST_000030,4,2024-07-06,20.3,2024-07-04,20.3
RPY_00023272,TXN_00008210,CUST_002957,1,2024-05-04,24.31,2024-05-08,25.53
RPY_00023273,TXN_00008210,CUST_002957,2,2024-06-03,24.31,2024-06-01,24.31
RPY_00023274,TXN_00008210,CUST_002957,3,2024-07-03,24.31,2024-07-16,25.53
RPY_00023275,TXN_00008210,CUST_002957,4,2024-08-02,24.31,2024-08-02,24.31
RPY_00023276,TXN_00008211,CUST_003264,1,2024-05-16,65.83,2024-05-15,65.83
RPY_00023277,TXN_00008211,CUST_003264,2,2024-06-15,65.83,2024-06-14,65.83
RPY_00023278,TXN_00008211,CUST_003264,3,2024-07-15,65.83,2024-07-13,65.83
RPY_00023279,TXN_00008211,CUST_003264,4,2024-08-14,65.83,2024-08-14,65.83
RPY_00023280,TXN_00008212,CUST_001127,1,2024-05-30,12.5,2024-05-28,12.5
RPY_00023281,TXN_00008212,CUST_001127,2,2024-06-29,12.5,,
RPY_00023282,TXN_00008212,CUST_001127,3,2024-07-29,12.5,2024-07-28,12.5
RPY_00023283,TXN_00008212,CUST_001127,4,2024-08-28,12.5,2024-08-28,12.5
RPY_00023284,TXN_00008213,CUST_000456,1,2024-04-18,33.91,2024-04-16,33.91
RPY_00023285,TXN_00008213,CUST_000456,2,2024-05-18,33.91,2024-05-18,33.91
RPY_00023286,TXN_00008213,CUST_000456,3,2024-06-17,33.91,2024-06-15,33.91
RPY_00023287,TXN_00008214,CUST_003401,1,2024-03-17,16.67,2024-03-16,16.67
RPY_00023288,TXN_00008214,CUST_003401,2,2024-04-16,16.67,2024-04-16,16.67
RPY_00023289,TXN_00008214,CUST_003401,3,2024-05-16,16.67,2024-05-14,16.67
RPY_00023290,TXN_00008215,CUST_000147,1,2024-03-08,27.86,2024-03-08,27.86
RPY_00023291,TXN_00008215,CUST_000147,2,2024-04-07,27.86,2024-04-07,27.86
RPY_00023292,TXN_00008215,CUST_000147,3,2024-05-07,27.86,2024-05-05,27.86
RPY_00023293,TXN_00008215,CUST_000147,4,2024-06-06,27.86,2024-06-05,27.86
RPY_00023294,TXN_00008217,CUST_002072,1,2024-02-24,36.29,2024-02-22,36.29
RPY_00023295,TXN_00008217,CUST_002072,2,2024-03-25,36.29,2024-03-25,36.29
RPY_00023296,TXN_00008217,CUST_002072,3,2024-04-24,36.29,2024-04-22,36.29
RPY_00023297,TXN_00008217,CUST_002072,4,2024-05-24,36.29,2024-05-24,36.29
RPY_00023298,TXN_00008218,CUST_001883,1,2024-03-31,56.43,2024-03-29,56.43
RPY_00023299,TXN_00008218,CUST_001883,2,2024-04-30,56.43,2024-04-30,56.43
RPY_00023300,TXN_00008218,CUST_001883,3,2024-05-30,56.43,2024-05-29,56.43
RPY_00023301,TXN_00008218,CUST_001883,4,2024-06-29,56.43,2024-07-11,59.25
RPY_00023302,TXN_00008219,CUST_003943,1,2024-02-17,22.35,2024-02-16,22.35
RPY_00023303,TXN_00008219,CUST_003943,2,2024-03-18,22.35,2024-03-17,22.35
RPY_00023304,TXN_00008219,CUST_003943,3,2024-04-17,22.35,,
RPY_00023305,TXN_00008220,CUST_002395,1,2024-05-14,43.19,2024-05-13,43.19
RPY_00023306,TXN_00008220,CUST_002395,2,2024-06-13,43.19,2024-06-13,43.19
RPY_00023307,TXN_00008220,CUST_002395,3,2024-07-13,43.19,2024-07-11,43.19
RPY_00023308,TXN_00008221,CUST_001653,1,2024-02-21,63.78,2024-02-21,63.78
RPY_00023309,TXN_00008221,CUST_001653,2,2024-03-22,63.78,2024-03-29,66.97
RPY_00023310,TXN_00008221,CUST_001653,3,2024-04-21,63.78,2024-04-20,63.78
RPY_00023311,TXN_00008221,CUST_001653,4,2024-05-21,63.78,2024-05-21,63.78
RPY_00023312,TXN_00008222,CUST_004043,1,2024-03-21,90.4,2024-03-20,90.4
RPY_00023313,TXN_00008222,CUST_004043,2,2024-04-20,90.4,2024-04-18,90.4
RPY_00023314,TXN_00008222,CUST_004043,3,2024-05-20,90.4,2024-05-20,90.4
RPY_00023315,TXN_00008224,CUST_003492,1,2024-05-28,16.67,2024-05-28,16.67
RPY_00023316,TXN_00008224,CUST_003492,2,2024-06-27,16.67,2024-06-27,16.67
RPY_00023317,TXN_00008224,CUST_003492,3,2024-07-27,16.67,2024-07-26,16.67
RPY_00023318,TXN_00008225,CUST_002750,1,2024-03-23,61.88,2024-03-21,61.88
RPY_00023319,TXN_00008225,CUST_002750,2,2024-04-22,61.88,2024-04-20,61.88
RPY_00023320,TXN_00008225,CUST_002750,3,2024-05-22,61.88,2024-05-25,64.97
RPY_00023321,TXN_00008228,CUST_003771,1,2024-06-22,51.44,2024-06-22,51.44
RPY_00023322,TXN_00008228,CUST_003771,2,2024-07-22,51.44,2024-07-20,51.44
RPY_00023323,TXN_00008228,CUST_003771,3,2024-08-21,51.44,2024-08-19,51.44
RPY_00023324,TXN_00008228,CUST_003771,4,2024-09-20,51.44,2024-09-18,51.44
RPY_00023325,TXN_00008229,CUST_000876,1,2024-02-28,12.5,2024-02-26,12.5
RPY_00023326,TXN_00008229,CUST_000876,2,2024-03-29,12.5,2024-03-27,12.5
RPY_00023327,TXN_00008229,CUST_000876,3,2024-04-28,12.5,2024-05-08,13.12
RPY_00023328,TXN_00008229,CUST_000876,4,2024-05-28,12.5,2024-05-27,12.5
RPY_00023329,TXN_00008230,CUST_003960,1,2024-05-09,42.38,2024-05-08,42.38
RPY_00023330,TXN_00008230,CUST_003960,2,2024-06-08,42.38,2024-06-07,42.38
RPY_00023331,TXN_00008230,CUST_003960,3,2024-07-08,42.38,2024-07-08,42.38
RPY_00023332,TXN_00008231,CUST_001058,1,2024-03-03,41.27,2024-03-01,41.27
RPY_00023333,TXN_00008231,CUST_001058,2,2024-04-02,41.27,2024-04-01,41.27
RPY_00023334,TXN_00008231,CUST_001058,3,2024-05-02,41.27,2024-05-02,41.27
RPY_00023335,TXN_00008232,CUST_000379,1,2024-04-26,74.81,2024-04-26,74.81
RPY_00023336,TXN_00008232,CUST_000379,2,2024-05-26,74.81,2024-06-09,78.55
RPY_00023337,TXN_00008232,CUST_000379,3,2024-06-25,74.81,2024-06-24,74.81
RPY_00023338,TXN_00008232,CUST_000379,4,2024-07-25,74.81,2024-07-23,74.81
RPY_00023339,TXN_00008233,CUST_004504,1,2024-03-14,16.67,2024-03-14,16.67
RPY_00023340,TXN_00008233,CUST_004504,2,2024-04-13,16.67,2024-04-11,16.67
RPY_00023341,TXN_00008233,CUST_004504,3,2024-05-13,16.67,2024-05-12,16.67
RPY_00023342,TXN_00008234,CUST_001952,1,2024-03-31,16.67,,
RPY_00023343,TXN_00008234,CUST_001952,2,2024-04-30,16.67,2024-04-30,16.67
RPY_00023344,TXN_00008234,CUST_001952,3,2024-05-30,16.67,2024-05-30,16.67
RPY_00023345,TXN_00008235,CUST_003687,1,2024-05-27,101.44,2024-05-26,101.44
RPY_00023346,TXN_00008235,CUST_003687,2,2024-06-26,101.44,2024-06-25,101.44
RPY_00023347,TXN_00008235,CUST_003687,3,2024-07-26,101.44,2024-07-25,101.44
RPY_00023348,TXN_00008235,CUST_003687,4,2024-08-25,101.44,2024-08-31,106.51
RPY_00023349,TXN_00008236,CUST_004714,1,2024-01-10,99.79,2024-01-08,99.79
RPY_00023350,TXN_00008236,CUST_004714,2,2024-02-09,99.79,2024-02-07,99.79
RPY_00023351,TXN_00008236,CUST_004714,3,2024-03-10,99.79,2024-03-10,99.79
RPY_00023352,TXN_00008236,CUST_004714,4,2024-04-09,99.79,2024-04-08,99.79
RPY_00023353,TXN_00008237,CUST_004797,1,2024-04-29,83.12,2024-04-29,83.12
RPY_00023354,TXN_00008237,CUST_004797,2,2024-05-29,83.12,2024-06-01,87.28
RPY_00023355,TXN_00008237,CUST_004797,3,2024-06-28,83.12,2024-06-26,83.12
RPY_00023356,TXN_00008237,CUST_004797,4,2024-07-28,83.12,2024-07-27,83.12
RPY_00023357,TXN_00008238,CUST_000845,1,2024-04-05,12.5,2024-04-05,12.5
RPY_00023358,TXN_00008238,CUST_000845,2,2024-05-05,12.5,2024-05-04,12.5
RPY_00023359,TXN_00008238,CUST_000845,3,2024-06-04,12.5,2024-06-03,12.5
RPY_00023360,TXN_00008238,CUST_000845,4,2024-07-04,12.5,2024-07-02,12.5
RPY_00023361,TXN_00008239,CUST_002644,1,2024-02-04,78.15,2024-02-02,78.15
RPY_00023362,TXN_00008239,CUST_002644,2,2024-03-05,78.15,2024-03-03,78.15
RPY_00023363,TXN_00008239,CUST_002644,3,2024-04-04,78.15,2024-04-03,78.15
RPY_00023364,TXN_00008239,CUST_002644,4,2024-05-04,78.15,2024-05-03,78.15
RPY_00023365,TXN_00008241,CUST_000683,1,2024-05-09,13.2,2024-05-08,13.2
RPY_00023366,TXN_00008241,CUST_000683,2,2024-06-08,13.2,2024-06-08,13.2
RPY_00023367,TXN_00008241,CUST_000683,3,2024-07-08,13.2,2024-07-06,13.2
RPY_00023368,TXN_00008241,CUST_000683,4,2024-08-07,13.2,,
RPY_00023369,TXN_00008242,CUST_003823,1,2024-04-17,52.54,,
RPY_00023370,TXN_00008242,CUST_003823,2,2024-05-17,52.54,2024-05-26,55.17
RPY_00023371,TXN_00008242,CUST_003823,3,2024-06-16,52.54,2024-06-14,52.54
RPY_00023372,TXN_00008242,CUST_003823,4,2024-07-16,52.54,2024-07-19,55.17
RPY_00023373,TXN_00008243,CUST_002480,1,2024-03-26,17.83,2024-03-26,17.83
RPY_00023374,TXN_00008243,CUST_002480,2,2024-04-25,17.83,2024-04-23,17.83
RPY_00023375,TXN_00008243,CUST_002480,3,2024-05-25,17.83,2024-05-23,17.83
RPY_00023376,TXN_00008244,CUST_001504,1,2024-03-27,227.99,2024-03-27,227.99
RPY_00023377,TXN_00008244,CUST_001504,2,2024-04-26,227.99,2024-05-01,239.39
RPY_00023378,TXN_00008244,CUST_001504,3,2024-05-26,227.99,,
RPY_00023379,TXN_00008244,CUST_001504,4,2024-06-25,227.99,2024-07-03,239.39
RPY_00023380,TXN_00008245,CUST_001952,1,2024-04-11,12.5,2024-04-11,12.5
RPY_00023381,TXN_00008245,CUST_001952,2,2024-05-11,12.5,2024-05-10,12.5
RPY_00023382,TXN_00008245,CUST_001952,3,2024-06-10,12.5,2024-06-09,12.5
RPY_00023383,TXN_00008245,CUST_001952,4,2024-07-10,12.5,2024-07-23,13.12
RPY_00023384,TXN_00008246,CUST_001068,1,2024-01-28,59.29,2024-01-27,59.29
RPY_00023385,TXN_00008246,CUST_001068,2,2024-02-27,59.29,,
RPY_00023386,TXN_00008246,CUST_001068,3,2024-03-28,59.29,2024-03-27,59.29
RPY_00023387,TXN_00008247,CUST_004469,1,2024-06-04,51.62,2024-06-02,51.62
RPY_00023388,TXN_00008247,CUST_004469,2,2024-07-04,51.62,2024-07-03,51.62
RPY_00023389,TXN_00008247,CUST_004469,3,2024-08-03,51.62,2024-08-11,54.2
RPY_00023390,TXN_00008248,CUST_002461,1,2024-02-26,23.7,2024-03-09,24.89
RPY_00023391,TXN_00008248,CUST_002461,2,2024-03-27,23.7,2024-03-26,23.7
RPY_00023392,TXN_00008248,CUST_002461,3,2024-04-26,23.7,2024-04-30,24.89
RPY_00023393,TXN_00008248,CUST_002461,4,2024-05-26,23.7,2024-05-25,23.7
RPY_00023394,TXN_00008249,CUST_003683,1,2024-05-11,29.17,,
RPY_00023395,TXN_00008249,CUST_003683,2,2024-06-10,29.17,2024-06-09,29.17
RPY_00023396,TXN_00008249,CUST_003683,3,2024-07-10,29.17,2024-07-10,29.17
RPY_00023397,TXN_00008249,CUST_003683,4,2024-08-09,29.17,2024-08-09,29.17
RPY_00023398,TXN_00008250,CUST_003778,1,2024-05-29,29.78,2024-05-29,29.78
RPY_00023399,TXN_00008250,CUST_003778,2,2024-06-28,29.78,2024-06-27,29.78
RPY_00023400,TXN_00008250,CUST_003778,3,2024-07-28,29.78,2024-07-27,29.78
RPY_00023401,TXN_00008250,CUST_003778,4,2024-08-27,29.78,2024-08-26,29.78
RPY_00023402,TXN_00008251,CUST_002434,1,2024-05-31,131.39,2024-05-29,131.39
RPY_00023403,TXN_00008251,CUST_002434,2,2024-06-30,131.39,2024-06-30,131.39
RPY_00023404,TXN_00008251,CUST_002434,3,2024-07-30,131.39,2024-07-30,131.39
RPY_00023405,TXN_00008251,CUST_002434,4,2024-08-29,131.39,2024-08-29,131.39
RPY_00023406,TXN_00008252,CUST_002807,1,2024-06-03,133.24,,
RPY_00023407,TXN_00008252,CUST_002807,2,2024-07-03,133.24,2024-07-03,133.24
RPY_00023408,TXN_00008252,CUST_002807,3,2024-08-02,133.24,2024-08-01,133.24
RPY_00023409,TXN_00008252,CUST_002807,4,2024-09-01,133.24,2024-08-30,133.24
RPY_00023410,TXN_00008253,CUST_004251,1,2024-06-07,42.87,2024-06-07,42.87
RPY_00023411,TXN_00008253,CUST_004251,2,2024-07-07,42.87,2024-07-07,42.87
RPY_00023412,TXN_00008253,CUST_004251,3,2024-08-06,42.87,2024-08-04,42.87
RPY_00023413,TXN_00008253,CUST_004251,4,2024-09-05,42.87,2024-09-03,42.87
RPY_00023414,TXN_00008254,CUST_002965,1,2024-03-08,14.3,2024-03-07,14.3
RPY_00023415,TXN_00008254,CUST_002965,2,2024-04-07,14.3,,
RPY_00023416,TXN_00008254,CUST_002965,3,2024-05-07,14.3,2024-05-13,15.02
RPY_00023417,TXN_00008254,CUST_002965,4,2024-06-06,14.3,2024-06-06,14.3
RPY_00023418,TXN_00008255,CUST_002519,1,2024-04-14,124.44,2024-04-13,124.44
RPY_00023419,TXN_00008255,CUST_002519,2,2024-05-14,124.44,2024-05-13,124.44
RPY_00023420,TXN_00008255,CUST_002519,3,2024-06-13,124.44,2024-06-13,124.44
RPY_00023421,TXN_00008255,CUST_002519,4,2024-07-13,124.44,2024-07-11,124.44
RPY_00023422,TXN_00008256,CUST_001284,1,2024-05-13,95.15,2024-05-12,95.15
RPY_00023423,TXN_00008256,CUST_001284,2,2024-06-12,95.15,2024-06-11,95.15
RPY_00023424,TXN_00008256,CUST_001284,3,2024-07-12,95.15,2024-07-10,95.15
RPY_00023425,TXN_00008257,CUST_001855,1,2024-04-20,38.41,2024-04-18,38.41
RPY_00023426,TXN_00008257,CUST_001855,2,2024-05-20,38.41,2024-05-25,40.33
RPY_00023427,TXN_00008257,CUST_001855,3,2024-06-19,38.41,2024-06-20,40.33
RPY_00023428,TXN_00008258,CUST_002432,1,2024-06-15,124.27,2024-06-15,124.27
RPY_00023429,TXN_00008258,CUST_002432,2,2024-07-15,124.27,2024-07-13,124.27
RPY_00023430,TXN_00008258,CUST_002432,3,2024-08-14,124.27,2024-08-13,124.27
RPY_00023431,TXN_00008258,CUST_002432,4,2024-09-13,124.27,2024-09-12,124.27
RPY_00023432,TXN_00008259,CUST_003431,1,2024-03-08,173.97,2024-03-14,182.67
RPY_00023433,TXN_00008259,CUST_003431,2,2024-04-07,173.97,2024-04-06,173.97
RPY_00023434,TXN_00008259,CUST_003431,3,2024-05-07,173.97,2024-05-07,173.97
RPY_00023435,TXN_00008259,CUST_003431,4,2024-06-06,173.97,2024-06-05,173.97
RPY_00023436,TXN_00008260,CUST_004650,1,2024-04-23,24.39,2024-04-22,24.39
RPY_00023437,TXN_00008260,CUST_004650,2,2024-05-23,24.39,2024-05-21,24.39
RPY_00023438,TXN_00008260,CUST_004650,3,2024-06-22,24.39,2024-06-20,24.39
RPY_00023439,TXN_00008260,CUST_004650,4,2024-07-22,24.39,2024-07-21,24.39
RPY_00023440,TXN_00008261,CUST_003433,1,2024-05-13,13.23,2024-05-23,13.89
RPY_00023441,TXN_00008261,CUST_003433,2,2024-06-12,13.23,2024-06-12,13.23
RPY_00023442,TXN_00008261,CUST_003433,3,2024-07-12,13.23,2024-07-10,13.23
RPY_00023443,TXN_00008261,CUST_003433,4,2024-08-11,13.23,2024-08-23,13.89
RPY_00023444,TXN_00008262,CUST_003915,1,2024-03-31,34.05,2024-03-29,34.05
RPY_00023445,TXN_00008262,CUST_003915,2,2024-04-30,34.05,2024-04-28,34.05
RPY_00023446,TXN_00008262,CUST_003915,3,2024-05-30,34.05,2024-05-29,34.05
RPY_00023447,TXN_00008262,CUST_003915,4,2024-06-29,34.05,2024-06-28,34.05
RPY_00023448,TXN_00008263,CUST_003322,1,2024-05-24,27.61,2024-05-24,27.61
RPY_00023449,TXN_00008263,CUST_003322,2,2024-06-23,27.61,2024-06-22,27.61
RPY_00023450,TXN_00008263,CUST_003322,3,2024-07-23,27.61,2024-07-22,27.61
RPY_00023451,TXN_00008263,CUST_003322,4,2024-08-22,27.61,2024-08-20,27.61
RPY_00023452,TXN_00008265,CUST_000271,1,2024-04-28,40.67,2024-04-29,42.7
RPY_00023453,TXN_00008265,CUST_000271,2,2024-05-28,40.67,2024-05-27,40.67
RPY_00023454,TXN_00008265,CUST_000271,3,2024-06-27,40.67,2024-06-26,40.67
RPY_00023455,TXN_00008266,CUST_001892,1,2024-03-28,64.11,2024-03-26,64.11
RPY_00023456,TXN_00008266,CUST_001892,2,2024-04-27,64.11,2024-04-25,64.11
RPY_00023457,TXN_00008266,CUST_001892,3,2024-05-27,64.11,2024-06-05,67.32
RPY_00023458,TXN_00008266,CUST_001892,4,2024-06-26,64.11,2024-06-25,64.11
RPY_00023459,TXN_00008267,CUST_002199,1,2024-02-11,20.55,2024-02-09,20.55
RPY_00023460,TXN_00008267,CUST_002199,2,2024-03-12,20.55,2024-03-11,20.55
RPY_00023461,TXN_00008267,CUST_002199,3,2024-04-11,20.55,2024-04-11,20.55
RPY_00023462,TXN_00008267,CUST_002199,4,2024-05-11,20.55,2024-05-09,20.55
RPY_00023463,TXN_00008269,CUST_001981,1,2024-05-30,143.09,2024-06-02,150.24
RPY_00023464,TXN_00008269,CUST_001981,2,2024-06-29,143.09,2024-06-28,143.09
RPY_00023465,TXN_00008269,CUST_001981,3,2024-07-29,143.09,2024-07-28,143.09
RPY_00023466,TXN_00008269,CUST_001981,4,2024-08-28,143.09,2024-08-28,143.09
RPY_00023467,TXN_00008270,CUST_001511,1,2024-01-19,12.5,2024-01-19,12.5
RPY_00023468,TXN_00008270,CUST_001511,2,2024-02-18,12.5,2024-02-16,12.5
RPY_00023469,TXN_00008270,CUST_001511,3,2024-03-19,12.5,2024-03-17,12.5
RPY_00023470,TXN_00008270,CUST_001511,4,2024-04-18,12.5,2024-04-16,12.5
RPY_00023471,TXN_00008271,CUST_000540,1,2024-05-05,12.5,2024-05-03,12.5
RPY_00023472,TXN_00008271,CUST_000540,2,2024-06-04,12.5,2024-06-07,13.12
RPY_00023473,TXN_00008271,CUST_000540,3,2024-07-04,12.5,2024-07-03,12.5
RPY_00023474,TXN_00008271,CUST_000540,4,2024-08-03,12.5,2024-08-01,12.5
RPY_00023475,TXN_00008272,CUST_003450,1,2024-03-07,72.08,2024-03-06,72.08
RPY_00023476,TXN_00008272,CUST_003450,2,2024-04-06,72.08,2024-04-05,72.08
RPY_00023477,TXN_00008272,CUST_003450,3,2024-05-06,72.08,2024-05-06,72.08
RPY_00023478,TXN_00008273,CUST_000539,1,2024-03-10,16.67,2024-03-08,16.67
RPY_00023479,TXN_00008273,CUST_000539,2,2024-04-09,16.67,2024-04-08,16.67
RPY_00023480,TXN_00008273,CUST_000539,3,2024-05-09,16.67,2024-05-19,17.5
RPY_00023481,TXN_00008274,CUST_001825,1,2024-03-30,63.66,,
RPY_00023482,TXN_00008274,CUST_001825,2,2024-04-29,63.66,2024-04-27,63.66
RPY_00023483,TXN_00008274,CUST_001825,3,2024-05-29,63.66,2024-05-27,63.66
RPY_00023484,TXN_00008274,CUST_001825,4,2024-06-28,63.66,2024-07-04,66.84
RPY_00023485,TXN_00008275,CUST_002236,1,2024-04-06,28.46,,
RPY_00023486,TXN_00008275,CUST_002236,2,2024-05-06,28.46,2024-05-04,28.46
RPY_00023487,TXN_00008275,CUST_002236,3,2024-06-05,28.46,2024-06-05,28.46
RPY_00023488,TXN_00008276,CUST_001294,1,2024-03-03,49.88,2024-03-16,52.37
RPY_00023489,TXN_00008276,CUST_001294,2,2024-04-02,49.88,2024-04-01,49.88
RPY_00023490,TXN_00008276,CUST_001294,3,2024-05-02,49.88,,
RPY_00023491,TXN_00008276,CUST_001294,4,2024-06-01,49.88,2024-05-31,49.88
RPY_00023492,TXN_00008277,CUST_002647,1,2024-04-26,123.33,2024-04-26,123.33
RPY_00023493,TXN_00008277,CUST_002647,2,2024-05-26,123.33,2024-05-25,123.33
RPY_00023494,TXN_00008277,CUST_002647,3,2024-06-25,123.33,2024-06-23,123.33
RPY_00023495,TXN_00008277,CUST_002647,4,2024-07-25,123.33,2024-07-24,123.33
RPY_00023496,TXN_00008278,CUST_003943,1,2024-04-12,23.33,2024-04-12,23.33
RPY_00023497,TXN_00008278,CUST_003943,2,2024-05-12,23.33,2024-05-11,23.33
RPY_00023498,TXN_00008278,CUST_003943,3,2024-06-11,23.33,2024-06-10,23.33
RPY_00023499,TXN_00008278,CUST_003943,4,2024-07-11,23.33,2024-07-10,23.33
RPY_00023500,TXN_00008279,CUST_002892,1,2024-01-12,30.77,,
RPY_00023501,TXN_00008279,CUST_002892,2,2024-02-11,30.77,2024-02-11,30.77
RPY_00023502,TXN_00008279,CUST_002892,3,2024-03-12,30.77,2024-03-10,30.77
RPY_00023503,TXN_00008281,CUST_002468,1,2024-03-01,50.01,2024-03-14,52.51
RPY_00023504,TXN_00008281,CUST_002468,2,2024-03-31,50.01,2024-04-08,52.51
RPY_00023505,TXN_00008281,CUST_002468,3,2024-04-30,50.01,2024-05-14,52.51
RPY_00023506,TXN_00008283,CUST_001174,1,2024-05-26,48.55,2024-05-24,48.55
RPY_00023507,TXN_00008283,CUST_001174,2,2024-06-25,48.55,2024-06-24,48.55
RPY_00023508,TXN_00008283,CUST_001174,3,2024-07-25,48.55,2024-07-24,48.55
RPY_00023509,TXN_00008283,CUST_001174,4,2024-08-24,48.55,2024-08-22,48.55
RPY_00023510,TXN_00008284,CUST_000311,1,2024-04-29,50.84,2024-04-28,50.84
RPY_00023511,TXN_00008284,CUST_000311,2,2024-05-29,50.84,2024-05-29,50.84
RPY_00023512,TXN_00008284,CUST_000311,3,2024-06-28,50.84,2024-06-27,50.84
RPY_00023513,TXN_00008284,CUST_000311,4,2024-07-28,50.84,2024-07-28,50.84
RPY_00023514,TXN_00008285,CUST_002463,1,2024-05-21,23.16,2024-05-19,23.16
RPY_00023515,TXN_00008285,CUST_002463,2,2024-06-20,23.16,2024-06-18,23.16
RPY_00023516,TXN_00008285,CUST_002463,3,2024-07-20,23.16,2024-07-18,23.16
RPY_00023517,TXN_00008285,CUST_002463,4,2024-08-19,23.16,2024-09-01,24.32
RPY_00023518,TXN_00008286,CUST_002554,1,2024-05-01,180.57,2024-04-29,180.57
RPY_00023519,TXN_00008286,CUST_002554,2,2024-05-31,180.57,2024-05-31,180.57
RPY_00023520,TXN_00008286,CUST_002554,3,2024-06-30,180.57,2024-06-28,180.57
RPY_00023521,TXN_00008287,CUST_004005,1,2024-04-08,30.66,2024-04-06,30.66
RPY_00023522,TXN_00008287,CUST_004005,2,2024-05-08,30.66,,
RPY_00023523,TXN_00008287,CUST_004005,3,2024-06-07,30.66,2024-06-07,30.66
RPY_00023524,TXN_00008288,CUST_002606,1,2024-05-06,17.22,2024-05-06,17.22
RPY_00023525,TXN_00008288,CUST_002606,2,2024-06-05,17.22,2024-06-05,17.22
RPY_00023526,TXN_00008288,CUST_002606,3,2024-07-05,17.22,2024-07-05,17.22
RPY_00023527,TXN_00008289,CUST_001443,1,2024-04-06,43.38,2024-04-06,43.38
RPY_00023528,TXN_00008289,CUST_001443,2,2024-05-06,43.38,2024-05-06,43.38
RPY_00023529,TXN_00008289,CUST_001443,3,2024-06-05,43.38,2024-06-03,43.38
RPY_00023530,TXN_00008292,CUST_004677,1,2024-03-19,15.99,2024-03-19,15.99
RPY_00023531,TXN_00008292,CUST_004677,2,2024-04-18,15.99,2024-04-16,15.99
RPY_00023532,TXN_00008292,CUST_004677,3,2024-05-18,15.99,2024-05-18,15.99
RPY_00023533,TXN_00008292,CUST_004677,4,2024-06-17,15.99,2024-06-17,15.99
RPY_00023534,TXN_00008293,CUST_001894,1,2024-05-01,27.54,2024-04-30,27.54
RPY_00023535,TXN_00008293,CUST_001894,2,2024-05-31,27.54,2024-05-29,27.54
RPY_00023536,TXN_00008293,CUST_001894,3,2024-06-30,27.54,2024-06-28,27.54
RPY_00023537,TXN_00008293,CUST_001894,4,2024-07-30,27.54,2024-07-30,27.54
RPY_00023538,TXN_00008294,CUST_000158,1,2024-05-05,76.29,2024-05-05,76.29
RPY_00023539,TXN_00008294,CUST_000158,2,2024-06-04,76.29,2024-06-13,80.1
RPY_00023540,TXN_00008294,CUST_000158,3,2024-07-04,76.29,2024-07-04,76.29
RPY_00023541,TXN_00008294,CUST_000158,4,2024-08-03,76.29,2024-08-03,76.29
RPY_00023542,TXN_00008295,CUST_004833,1,2024-01-29,91.14,2024-01-28,91.14
RPY_00023543,TXN_00008295,CUST_004833,2,2024-02-28,91.14,2024-02-27,91.14
RPY_00023544,TXN_00008295,CUST_004833,3,2024-03-29,91.14,2024-03-27,91.14
RPY_00023545,TXN_00008295,CUST_004833,4,2024-04-28,91.14,2024-04-26,91.14
